name,age,income,zip,net_worth
David Adair,64,89915,31643,1629611
Clara Kirby,53,73351,23944,1091066
Thomas Wong,35,133466,81162,132810
Clifford Rodriguez,26,102673,31643,170728
Fred Ogden,49,34441,89947,430213
Jason Duell,48,93156,81722,477581
Elizabeth Mcmahon,27,40664,40445,289500
Jason Schmidt,24,163817,49785,1024774
Mary Davis,49,39721,70658,424091
William Payne,39,39321,81722,175538
Josephine Davis,31,59979,33968,151961
Lori Spina,47,101974,59686,1221915
Shelley Kennedy,37,18383,48154,98596
Nora Shelquist,62,47776,14100,463435
Mary Mason,22,69737,59686,416559
Roy Cornish,31,88003,41318,112104
Ruth Haas,45,80466,29256,1013571
Saundra Hitz,52,32340,14100,26330
Joel Lynn,27,61174,23944,127738
Gregory Leite,41,49628,55803,490500
Brenda Salter,27,19290,40064,63489
Eddie Williams,52,30709,34618,84693
Amanda Lehr,37,57818,79775,136342
Jared Rose,58,131591,31724,606655
Abby Goh,63,75724,61065,96131
Clifford Brooks,57,59185,89947,15420
Iona Mcgough,35,47826,29256,422542
Anthony Slattery,62,195206,33968,2893048
Doris Tiburcio,53,124259,81722,7870
Barney Funk,18,83575,72096,101863
Donna Ayres,30,80046,81722,610636
Charles Smith,52,59337,49890,172536
Peggy Hill,32,110552,41318,698255
Sara Bauman,47,42905,49890,196975
Caroline Hayes,21,57320,41995,152204
Thomas Grossi,19,49156,85486,109723
Kelsey Sanchez,37,93364,93287,161916
Kathey Fullmer,46,59836,40445,832349
Stacy Wilson,59,83926,49890,1082471
Ruth Perry,61,78869,53351,162508
Michael Mckenny,27,108181,70658,120044
Sandra Maruschak,31,105540,92366,140787
Christopher Ornelas,40,31398,93287,67063
Blake Andrews,34,79654,89947,37630
James Hubbs,34,80634,29256,390509
Rita Johnson,24,154908,49890,1015798
Joseph Hernandez,53,165658,30175,1340754
Bill Barajas,39,62235,79775,36013
Josephine Lopez,20,75145,34618,199037
Barbara Palone,23,75882,14100,483794
Robert Duffie,63,40905,59686,281557
Susan Lundy,42,75857,61910,90438
Joanne Skiles,37,161345,93287,758084
Christine Couley,30,37983,61065,266436
Scotty Bryson,26,38291,41995,121615
Benjamin Reker,34,59227,61065,20419
Gregory Allison,34,71117,59686,109684
Christopher Guardado,40,84765,31643,418594
Bret Pacheco,23,49378,93287,236353
Evelyn Easterday,52,117056,31643,648376
Daniel Mullins,33,76991,48154,247797
Tommy Alvarado,40,51037,62919,593580
Jerry Jimenez,20,123881,34618,292946
Robyn Wright,49,60834,85486,270390
Phyllis Cass,41,85299,49890,265951
Julie Cucuzza,22,43826,81162,164914
Virginia Mcdonald,55,22464,61910,336048
Kelly Anderson,59,51525,81162,144908
David Herring,58,46787,40445,255315
James Blake,45,48115,31643,452368
Michael Bucy,49,45725,55803,458727
Paul Chambers,19,64741,49890,72946
Antonio Lewis,38,36224,48154,317195
Maria Norsworthy,55,44473,14100,185129
Nannie Baoloy,39,177011,31643,558082
Richard Costales,63,26228,62919,66896
Roger Bibee,27,62312,61910,447125
Stephanie Schwartz,32,99974,40445,374960
Madelyn Robertson,39,64084,93287,370846
Duncan Stone,21,40725,57129,60569
Linda Ybarra,50,49145,92366,292779
Mark Vandergriff,40,71133,59686,581768
Thuy Barrow,23,79802,82564,439946
Viola Mayton,36,94655,40064,407006
Young Rowe,65,67679,41318,758982
Patrick Crawford,19,57982,79775,174565
Nelson Bush,39,93107,81162,674057
Madonna Anderson,19,34566,48910,13989
Marguerite Douglas,50,45340,31724,193564
Brandon Bailey,36,51780,80728,152739
Clyde Doucet,42,93654,23944,738285
Paulette Smith,56,61032,57067,293328
Matthew Choi,22,90175,53351,449190
Kelly Morton,18,26317,49890,56606
James Hollenbeck,37,80876,31643,10885
Lori Neal,35,123050,23944,720670
Effie Tucker,41,90491,72096,931156
Jason Hope,26,45284,93287,120407
Patricia Lee,59,124783,81162,2054515
Alma Hruby,61,42447,92366,99985
Estelle Cobbs,25,266037,82564,105660
William Valenti,45,49924,33968,185523
Paula Morris,44,54927,57067,346011
John Bryant,25,70702,72096,435418
Jay Wills,30,15773,52566,62584
Walter Field,32,33528,59686,110057
Rita Gallagher,30,78541,48154,171131
Frances Baxter,44,197245,23944,875596
Tracey Mayen,60,66508,61065,322693
Britt Fajardo,60,119142,72096,691604
Nikki Barren,53,53850,60059,715027
Larry Giles,42,47559,52566,449150
Megan Dinkens,52,52943,49785,182367
Dolores Omohundro,19,114030,61065,315796
Angela Wiggins,53,28747,40064,74121
Gregory Williams,58,46088,33968,582798
Lydia Kelly,64,36253,90214,359426
Amanda Taylor,36,82273,34618,732571
Ashley Mahar,34,30646,57067,313240
Laura Friday,38,118490,92366,232461
Michelle Biggs,45,21635,70658,246762
Charles Hall,54,59819,31724,941006
Maria Mckenzie,37,94819,93287,128764
Sheila Goucher,30,116387,29579,11249
Christina Dietrich,40,32722,49785,38168
Tiffany Nelson,25,23468,57129,128835
Susie Sanchez,30,13573,33968,76525
Maria Williams,34,32174,49890,35394
Evelyn Almanza,42,101341,31643,8165
Martha Dean,51,123037,49890,870168
Esther Balistreri,49,128022,14100,1812271
Connie Lamb,39,103628,57129,462079
Christopher Mccall,38,47729,79775,251791
Ryan Chandler,63,55194,60059,44898
Augustine Vela,49,75298,57129,476789
Angela Serano,30,45346,31643,289198
James Spurbeck,57,74898,82564,73834
James Kim,35,86973,29256,1017229
Bill Tate,42,49819,57067,522571
Daniel Mejia,32,40199,70658,309399
Missy Lester,18,60645,90214,217827
Tara Mcbroom,18,69092,57067,288107
Anna Kou,49,83970,60059,335214
Kathy Placide,34,74496,55803,536642
Stanley Harmon,62,96476,70658,1153464
Diane Birnbaum,59,66026,41318,245071
Thomas Duckett,56,75324,41995,473324
Donna Jones,64,51558,40445,295811
Claudia Rios,47,87033,23944,849998
Desire Tricarico,50,58143,61065,83671
Flora Cowdery,57,43776,57129,363278
Margaret Drish,42,48040,57129,101351
Christian Robinson,33,78795,90214,338153
Jayna Crisafi,29,65206,40445,298899
Ethel Keller,61,28597,33968,123333
Grady Marshall,51,73707,41995,150272
Lee Barron,27,127912,92366,912283
Denise Cook,29,56468,29256,204385
Leslie Wheeler,62,40658,23944,348395
Donald Stafford,39,104093,90214,644597
Darrell Owen,29,122326,61910,374000
Priscilla Sokolsky,19,164905,29256,842278
Cynthia Day,41,121434,31724,700002
Heidy Hale,44,41958,31643,340667
Susie Lindsey,52,55380,29579,862800
Jennifer Bramuchi,27,45759,48154,154815
Denise Thompson,45,70249,14100,621317
Karen Farnam,58,56564,59686,831798
Sandra Longo,58,29724,49785,429449
Gail Davis,48,89615,72096,47711
Monica Miller,54,93253,48910,790554
James Vassar,29,45547,52566,97493
John Peoples,41,66442,23944,360187
Ramona Maria,44,63654,29579,23981
Stephanie Negrete,54,115529,31643,1527110
Thomas Chouteau,39,71357,80728,432591
Jack Beaupre,34,118193,81722,570476
Jay Miller,48,25953,85486,23749
Samantha Robinson,36,20097,31724,116796
Mamie Wu,59,75984,40064,1038322
Kevin Lewis,62,41892,49785,728665
Louis Castillo,51,30788,62919,260172
Tony Jarrard,49,107872,55803,70518
Mary Hawkins,19,47269,40064,124195
Nick Rodriguez,39,144797,61065,1601598
Matthew Sturgeon,23,31645,61910,171342
Eddie Ramirez,21,62771,41318,361721
Anthony Gayman,21,69949,34618,324038
Johanna Tristan,62,47551,57067,402668
Maria Thornton,51,133945,93287,486305
Patricia Gustafson,27,82457,93287,545757
Kyle Haas,38,32465,81162,190961
Steven Moorman,48,69870,57129,596233
Lindsey Locklear,28,83714,40445,129631
Richard Helm,55,102189,92366,866800
Regina Person,19,54307,29256,24649
Jose Welch,60,27159,81722,399107
Frank Bailey,59,67968,60059,591263
Sharon Schuster,48,67526,49785,259372
Lorraine Anthony,46,19382,89947,312358
Jennifer Mancilla,54,18829,41318,69262
Ryan Horn,37,103795,11251,963066
Tony Imai,44,33262,41995,70368
Christine Begay,51,65446,48154,442966
Luis Russo,48,23130,48154,230072
Richard Flurry,30,97661,53351,218548
John Bolf,27,69120,85486,420271
Maria Rodriguez,28,66313,48910,447075
Gilbert Sturdevant,57,65996,81162,713466
Mae Malley,37,57005,57129,4064
Paul Miller,41,32621,61910,360796
Lily Shell,25,72079,48154,109731
Donna Ogrady,59,109463,30175,1499925
Donald Sowers,44,32418,55803,167379
Jamie Martin,58,33784,40445,276886
Anthony White,43,73191,48910,558738
Lottie Cooper,25,86836,79775,412859
Clifford Stone,29,58120,49890,208274
Jacqueline Lemay,46,41817,57067,341130
Paul Ogle,45,30949,53351,219835
Kathryn Giguere,53,47444,93287,278022
Jamie Cress,24,43715,89947,107661
Katie Wigfall,24,67365,72096,430191
Cheryl Collins,28,31448,49890,60096
Gordon Berman,37,53891,48910,551949
Brian Williamson,53,35905,90214,125603
Wes Henshaw,64,55499,92366,1058725
Latoya Ivan,25,41598,70658,43995
Toni Zito,47,53324,90214,2128
Randall Mcatee,18,94962,41995,318566
Renee Dumas,58,57691,34618,153674
George Garrison,29,55898,49890,314351
Helen Cushman,45,36329,31643,332209
Kevin Lopresti,60,133581,29256,300089
Becky Dacosta,25,63568,59686,11940
Cornelia Cotta,23,59268,92366,314906
Jordan Tucker,58,54002,85486,5947
David Right,64,63199,40064,381514
Robin Acker,64,34659,92366,226488
Wayne Senft,65,54132,41995,484441
Robert Reese,34,80987,81162,388903
Valerie Longo,56,102349,11251,1037479
Vallie Johnson,53,115593,61910,1804946
Jonathan Arrington,59,61038,31724,1003485
Mark Okelley,59,57619,48154,535428
Jason Reese,23,75052,48910,4015
Walter Kunkle,61,146289,52566,2362287
Pamela Earls,40,44541,48154,52703
Doug Melton,26,34043,34618,163956
Jimmie Crye,63,41942,53351,635322
Fannie Johnson,30,110440,70658,764381
Michael Martin,36,53401,57129,59026
Alicia Pires,35,77811,79775,690598
Andrew Bentley,61,81430,41995,1038082
Patricia Martin,56,153606,40064,1502260
Kelly Dodge,22,27360,61065,103175
Susan Bowlin,48,117851,80728,121626
Virginia Pellett,52,58520,55803,913689
Harland Albers,38,57292,82564,198446
Albert Keele,32,68700,62919,272301
John Wright,27,128786,82564,845138
Phillip Williams,52,90313,49785,1355890
Johna Reamy,43,60712,30175,428654
Mark Hailey,36,72889,29579,414485
Jesse Goodnight,62,160993,29256,1639045
Katharine Maldonado,31,65380,80728,311469
Harold Heer,56,33775,57129,295818
Marie Jennings,56,42082,60059,281433
Maureen Albrecht,61,46468,49785,762112
Clifton Meyer,31,89620,61065,611834
Esperanza Barrett,47,93058,59686,1028445
Roy Boston,27,70212,23944,217272
Heather Taylor,57,67438,55803,116538
Willie Tesch,51,34273,57129,12303
Salvador Philpott,41,40443,92366,87511
Hector Coulston,57,43181,40064,81311
Tammy Shephard,55,38138,31724,440765
Richard Howard,30,34855,61065,276171
Gregory Perry,50,110667,70658,328471
Clifford Walton,50,47451,52566,72073
Neil Stover,44,49016,89947,127170
Antonio Weeden,60,64035,40064,959166
Mark Crowe,48,56370,40445,740108
Hazel Peterson,38,41534,41995,246187
Herbert Sorge,62,51577,57129,304559
Andrea Nevels,50,55426,80728,478394
Christopher Hernandez,58,46174,14100,480750
Earl Walker,30,102466,81722,147390
David Walkner,59,24517,85486,188534
Leonard Conner,59,36587,49890,742208
Vickie Dardis,53,94137,48910,332492
Michael Nobles,53,61669,40064,691374
Kelly Rickel,58,105439,14100,353978
Carol Koeneman,46,26387,14100,224379
Anna Harris,53,54404,33968,140041
Antoinette Braswell,59,34763,49890,539655
Joe Tu,43,102865,80728,765701
Crystal Schmidt,26,66190,40064,55811
Cathleen Wechsler,35,48970,49785,278652
Cheryl Ames,60,41575,93287,407146
James Grady,45,34163,89947,383047
Jesus Bailey,20,141373,31643,147300
Mark Diaz,43,18869,72096,36897
Stuart Benefield,19,29009,92366,135286
Lindsey Mcknight,61,46504,40064,601936
Helen Fuller,23,51562,48154,174719
Patti Pierce,33,35610,81722,52831
Sherrie Haggard,63,74119,62919,1431169
Marjorie Kilgore,18,59368,23944,276066
Arthur Pagan,33,111998,48910,1113757
Audrey Santos,26,51750,81722,146340
Paula Gagne,47,83640,81162,550196
Linda Wildes,47,19170,81722,129555
Linda Odle,26,105342,48910,554697
Chad Rhudy,25,81003,31724,553999
Dan Cram,27,100784,29256,171144
Clementine Pernell,58,93033,40064,310737
Anissa Gunter,20,123185,61910,292397
Ellen Eisenberg,47,51021,62919,269812
Juanita Goldman,61,127598,49785,1104895
Otis Querry,24,55060,81162,326275
Hilda Pedersen,19,78654,62919,439094
Anna Lee,44,28449,90214,331261
Harold Weddle,39,112271,41318,1295817
Amy Leyva,45,63187,61065,505896
Charlotte Henning,42,25190,55803,95983
Juanita Jones,57,96446,48910,365862
Christopher Kenyon,38,45462,57129,270470
Ronnie Cepeda,24,62577,31643,314991
Francis Pranger,50,76442,14100,311952
James Blakney,52,69567,31724,860331
Joseph Vera,47,50845,89947,212833
Lester Mahr,42,28320,33968,43596
Thomas Holmes,61,50896,41318,203023
Dawn Roper,41,24122,92366,182268
Wayne Butler,37,26842,61065,51030
Norman Styer,36,31362,14100,324645
Doris Harbin,37,37732,70658,417981
Lorraine Murray,28,23934,33968,88576
Lyle Taylor,32,99329,72096,575527
Catherine Parker,58,61524,79775,27187
Carolyn Brereton,65,50350,70658,398555
Kathryn Leigh,64,44003,70658,333592
Bruno Scuderi,48,43244,61910,597923
Kelly Ross,25,53531,31643,189784
Rose Lytle,65,55592,53351,51137
Becky Roebuck,62,41607,41318,581240
Paula Quarles,61,30191,62919,213206
Donald Laster,48,40815,31724,356319
Emma Noel,35,39490,29256,236025
Allan Branch,49,58837,41995,76694
Maria Schroeder,49,34430,49890,479803
Andrew Fried,21,106234,29256,477132
Veda Jones,47,161919,29256,1610198
Walter Brown,60,73220,40445,25750
Connie James,25,49795,31643,216093
Mathew Griffith,22,72351,23944,79977
Jeanne Murphy,53,129992,11251,1935240
Ruth Scott,39,49007,79775,479382
Mary Cosper,32,89389,29579,766355
Leroy Gutierrez,42,42667,80728,128287
Robert Logan,21,21280,14100,107211
Amanda Young,39,112032,48910,1288898
Antoinette Phillips,28,39573,79775,28273
Becky Smith,60,67854,60059,1013764
Manuel Walker,47,33149,53351,182944
William Barry,24,156615,85486,608355
Adriana Eubanks,20,35850,60059,108820
Bernadette Bray,40,45777,85486,48243
Cynthia Pierce,31,35370,23944,75783
Jeffrey Washington,47,78399,14100,568704
Randy Byrd,58,35834,40064,24137
Eddie Jack,27,65327,31643,474239
Marvin Volesky,22,42076,55803,76449
William Nievas,32,19738,48910,3222
Herb Kautz,62,31135,52566,545962
Claude Griffin,34,30755,48910,103187
Zachary Newsom,34,118733,14100,170341
Heidi Selby,27,97563,62919,10223
Antonio Harold,18,148634,41318,129527
Amber Gladney,62,51661,79775,676477
Patricia Hughes,29,39955,23944,223338
James Guedjian,22,25725,29579,66546
Jonathan Patrick,45,71065,49785,611837
Lawrence Burrus,38,62876,33968,523945
Esther Riddick,24,74946,61065,282490
Robert Slater,57,26653,29579,92903
Mark Kilpatrick,65,49862,72096,784548
Melinda Garner,27,27058,81162,63803
James Ruppert,21,40972,81722,172615
Velda Henkel,52,47041,30175,82027
Don Potter,49,63085,72096,36153
Yong Ross,59,112071,93287,548637
Donn Verdi,43,42983,89947,139572
Elizabeth Tucker,36,99958,85486,239553
Rosie Matarrita,39,213570,59686,2130725
Barry Hussey,39,71375,49890,662966
Shaquana Taylor,45,39438,29256,277184
Joan Hill,32,46545,11251,2758
Teresa Freudenthal,27,53405,90214,154250
Jasmine Schultz,49,40163,82564,484229
Cheryl Nance,48,61597,61065,496681
Ryan Ramirez,43,75524,70658,554370
Gladys Parisien,50,42877,52566,495847
Jason Crook,26,84269,52566,263064
Jon Tofil,45,110551,34618,501544
Joseph Chancellor,62,60729,49890,923715
Jovita Members,20,39170,82564,29245
Terrie Scott,36,45748,34618,45162
Brett Stanley,23,82179,59686,140633
Michele Anderson,60,78897,82564,466896
Dwayne Edwards,60,45581,53351,195797
Betty Nigro,18,64452,31643,154530
Leon Przybyla,49,78815,31724,492415
Jacqueline Mcclure,39,98456,57067,1100145
Coy Moniz,28,103065,89947,185677
Russell Harney,33,32790,70658,205297
Jennifer Obrien,60,23362,41318,363131
Ronald Thomson,55,17506,80728,80241
Donna Jones,33,117155,93287,497864
Brandon Whittemore,53,22976,41318,357268
Michelle Larkin,42,143693,59686,1148389
Micheal Mcdonald,25,36739,52566,63573
Janet Clemmons,22,32740,59686,84863
Kelli Simpson,38,47017,53351,190722
Jeffrey Leonard,52,64623,80728,94063
Steve Fisch,60,68528,34618,305563
George Vollmer,34,68516,72096,652377
Jacqueline Hargis,45,79903,31643,117192
Carlos Vargas,30,92410,62919,231028
Jose Kocher,61,69566,34618,728756
Gladys Ruacho,18,147256,30175,704774
Zoila Fox,64,43876,80728,645186
James Hill,39,78820,61065,300527
Todd Scott,27,38553,14100,160694
Maria Enders,31,37692,89947,268489
Drew Branner,27,54820,93287,226794
Marie Taylor,36,76813,40445,35539
Keith Prinz,52,52066,81722,190566
Jessica Metcalf,24,55831,31724,383247
Jason Ramsey,62,37196,33968,435281
Diana Copas,45,24747,49890,318583
Robert Light,62,64794,29256,595035
James Tauras,20,48851,92366,70143
Ricardo Currie,65,141781,59686,974823
Anna Heckard,60,28018,89947,95459
Virgil Kyle,53,52148,29579,76751
Beatrice Taylor,38,93969,93287,1076559
Sally Mcneil,29,36452,40445,292145
Nadine Marks,52,25743,82564,363085
Cory Stewart,18,101965,72096,483696
Amanda Wood,41,54352,60059,47481
Sonya Net,32,86614,89947,262509
Roger Couch,32,31707,57129,75027
Kathleen Williams,63,37578,81162,551913
Eugene Porras,38,27871,53351,200114
Ahmad Groom,42,35930,72096,718
Gilbert Blevins,62,46617,85486,292327
Pamela Stewart,39,88913,89947,526243
Richard Dingman,61,134680,48910,1505216
John Denby,34,78190,60059,761065
Maria Daye,27,193253,85486,1132140
Charles Bliss,37,65241,59686,123614
Cindy Daschofsky,37,34349,61065,295150
Toni George,36,66629,89947,678155
Joann Junior,24,59419,14100,105474
Lucia Ryan,40,159253,59686,1262412
Lonnie Maes,61,56837,89947,214934
Juliana Anderson,61,64093,11251,809265
Aaron Griffith,64,36015,79775,623359
Denise Shorter,32,71600,79775,189424
Timothy Foreman,42,56799,81162,468971
Rosalie Scott,62,65401,41995,330372
Randall Mccutchan,42,128494,29256,1014138
Michael Colston,37,52577,40445,485871
Angela Gray,31,68767,48154,583464
Jeffrey Smith,36,52193,33968,506276
Charles Grant,55,47546,70658,407680
Lindsey Kennedy,20,115956,29579,191970
Cheryl Wills,21,32901,62919,178264
Victoria Madison,42,43953,59686,150169
Scott Davidson,22,28368,33968,12048
Leslie Hoffpauir,38,72700,40445,185475
Ruth Whetstone,44,38587,29256,487127
Maria Thomas,42,68056,79775,175216
Jason Kelly,60,142854,61065,190874
Mary Bosse,45,137072,82564,1345121
Michael Cox,24,129450,31643,812703
Jerry Lemke,33,68182,52566,277311
Nelson Rabb,37,34661,41995,180525
